"","X1","county","state","income","population","households","date","cases_sum","deaths_sum","apple_avg","retail_avg","grocery_avg","parks_avg","transit_avg","work_avg","residential_avg","cases","deaths"
"25",51412,"Fresno County","California",45563,939605,289811,"2020-03-27",4,0,73.4,-25.4285714285714,7.57142857142857,-25.1428571428571,-29,-27.4285714285714,11.4285714285714,4,0
"26",51413,"Fresno County","California",45563,939605,289811,"2020-03-28",11,0,70.1028571428571,-28.8571428571429,3.42857142857143,-23.5714285714286,-30.8571428571429,-30,12.4285714285714,12,0
"27",51414,"Fresno County","California",45563,939605,289811,"2020-03-29",16,0,66.7414285714286,-32.2857142857143,-1.28571428571429,-26.4285714285714,-33.5714285714286,-32.4285714285714,13.4285714285714,0,0
"28",51415,"Fresno County","California",45563,939605,289811,"2020-03-30",16,0,63.5471428571429,-35.8571428571429,-8.42857142857143,-31.2857142857143,-36.7142857142857,-34.7142857142857,14.5714285714286,10,0
"29",51416,"Fresno County","California",45563,939605,289811,"2020-03-31",24,0,62.7728571428571,-36.2857142857143,-10.2857142857143,-30.5714285714286,-37.1428571428571,-35.8571428571429,14.8571428571429,15,0
"30",51417,"Fresno County","California",45563,939605,289811,"2020-04-01",25,0,62.2514285714286,-36.7142857142857,-12.2857142857143,-32,-38.1428571428571,-36.5714285714286,15.1428571428571,14,0
"31",51418,"Fresno County","California",45563,939605,289811,"2020-04-02",37,0,62.15,-36.2857142857143,-12.8571428571429,-30.4285714285714,-38.4285714285714,-36.8571428571429,15.1428571428571,12,0
"32",51419,"Fresno County","California",45563,939605,289811,"2020-04-03",37,0,62.2514285714286,-36.1428571428571,-13,-33,-39,-37.4285714285714,15.2857142857143,6,1
"33",51420,"Fresno County","California",45563,939605,289811,"2020-04-04",40,0,62.7028571428571,-36,-13.2857142857143,-32.4285714285714,-38.5714285714286,-37.7142857142857,15.1428571428571,3,0
"34",51421,"Fresno County","California",45563,939605,289811,"2020-04-05",50,0,63.3128571428571,-35.4285714285714,-12.8571428571429,-31.8571428571429,-37.8571428571429,-38.1428571428571,15.1428571428571,5,0
"35",51422,"Fresno County","California",45563,939605,289811,"2020-04-06",63,0,64.2271428571429,-34.4285714285714,-10.8571428571429,-30,-36.5714285714286,-38.2857142857143,14.8571428571429,16,1
"36",51423,"Fresno County","California",45563,939605,289811,"2020-04-07",67,0,64.6571428571429,-33.8571428571429,-9.85714285714286,-30.2857142857143,-36.2857142857143,-38.4285714285714,14.7142857142857,22,1
"37",51424,"Fresno County","California",45563,939605,289811,"2020-04-08",69,1,65.2028571428571,-33.1428571428571,-8,-30.4285714285714,-36,-38.7142857142857,14.5714285714286,10,0
"38",51425,"Fresno County","California",45563,939605,289811,"2020-04-09",60,1,65.9771428571429,-32.8571428571429,-6.71428571428571,-30.7142857142857,-35.8571428571429,-38.8571428571429,14.4285714285714,17,0
"39",51426,"Fresno County","California",45563,939605,289811,"2020-04-10",65,1,65.4442857142857,-33.5714285714286,-7,-36.2857142857143,-37.2857142857143,-39.4285714285714,14.7142857142857,18,2
"40",51427,"Fresno County","California",45563,939605,289811,"2020-04-11",71,2,65.0957142857143,-33.7142857142857,-6.14285714285714,-39.8571428571429,-38.2857142857143,-40,15.1428571428571,10,0
"41",51428,"Fresno County","California",45563,939605,289811,"2020-04-12",78,3,65.0442857142857,-34.1428571428571,-6.14285714285714,-41.4285714285714,-39.1428571428571,-40.1428571428571,15.2857142857143,0,0
"42",51429,"Fresno County","California",45563,939605,289811,"2020-04-13",74,3,64.58,-35.2857142857143,-7.42857142857143,-44.1428571428571,-40.7142857142857,-40.5714285714286,15.7142857142857,21,0
"43",51430,"Fresno County","California",45563,939605,289811,"2020-04-14",79,3,64.2928571428571,-36,-8,-46.2857142857143,-41.5714285714286,-41.1428571428571,16.1428571428571,0,0
"44",51431,"Fresno County","California",45563,939605,289811,"2020-04-15",91,4,64.3271428571429,-36.7142857142857,-8.85714285714286,-47.8571428571429,-42.2857142857143,-41.8571428571429,16.5714285714286,43,2
"45",51432,"Fresno County","California",45563,939605,289811,"2020-04-16",98,4,64.4771428571429,-36.8571428571429,-8.57142857142857,-49.1428571428571,-42.2857142857143,-42.2857142857143,16.7142857142857,30,0
"46",51433,"Fresno County","California",45563,939605,289811,"2020-04-17",93,4,63.9257142857143,-38.5714285714286,-8.85714285714286,-46.7142857142857,-40.8571428571429,-42.1428571428571,16.4285714285714,16,0
"47",51434,"Fresno County","California",45563,939605,289811,"2020-04-18",98,3,64.6628571428571,-39.1428571428571,-10.1428571428571,-46.1428571428571,-40.2857142857143,-42,16.1428571428571,4,0
"48",51435,"Fresno County","California",45563,939605,289811,"2020-04-19",76,2,65.5742857142857,-38.8571428571429,-10.4285714285714,-45.7142857142857,-39.5714285714286,-41.7142857142857,16,0,0
"49",51436,"Fresno County","California",45563,939605,289811,"2020-04-20",109,4,67.3771428571429,-38.4285714285714,-9.71428571428571,-44,-38.2857142857143,-41.2857142857143,15.5714285714286,36,0
"50",51437,"Fresno County","California",45563,939605,289811,"2020-04-21",122,4,69.0485714285714,-39.5714285714286,-9.57142857142857,-43,-37.4285714285714,-40.7142857142857,15.1428571428571,20,0
"51",51438,"Fresno County","California",45563,939605,289811,"2020-04-22",120,2,70.2114285714286,-40.8571428571429,-10,-42.8571428571429,-36.8571428571429,-40,14.8571428571429,13,0
"52",51439,"Fresno County","California",45563,939605,289811,"2020-04-23",114,2,71.2928571428571,-42.1428571428571,-10.7142857142857,-43.1428571428571,-36.7142857142857,-39.4285714285714,14.7142857142857,35,0
"53",51440,"Fresno County","California",45563,939605,289811,"2020-04-24",114,2,74.2357142857143,-40.7142857142857,-9.28571428571429,-40.5714285714286,-36.1428571428571,-38.7142857142857,14.4285714285714,24,0
"54",51441,"Fresno County","California",45563,939605,289811,"2020-04-25",129,2,75.3071428571429,-41.8571428571429,-8.42857142857143,-40.8571428571429,-36.2857142857143,-38.4285714285714,14.4285714285714,15,0
"55",51442,"Fresno County","California",45563,939605,289811,"2020-04-26",149,2,76.03,-43.4285714285714,-7.71428571428571,-41,-36.5714285714286,-38.4285714285714,14.2857142857143,0,0
"56",51443,"Fresno County","California",45563,939605,289811,"2020-04-27",119,0,76.0942857142857,-44.8571428571429,-7.28571428571429,-40.4285714285714,-36.7142857142857,-38.4285714285714,14.2857142857143,40,0
"57",51444,"Fresno County","California",45563,939605,289811,"2020-04-28",124,0,76.5271428571429,-45,-7,-40,-36.7142857142857,-38.2857142857143,14.1428571428571,23,0
"58",51445,"Fresno County","California",45563,939605,289811,"2020-04-29",132,0,77.1428571428571,-44.8571428571429,-6.28571428571429,-39.5714285714286,-36.5714285714286,-38.2857142857143,14,17,0
"59",51446,"Fresno County","California",45563,939605,289811,"2020-04-30",143,0,77.9985714285714,-44.5714285714286,-5.42857142857143,-37.8571428571429,-35.7142857142857,-38.1428571428571,13.7142857142857,26,0
"60",51447,"Fresno County","California",45563,939605,289811,"2020-05-01",143,0,78.4214285714286,-44.4285714285714,-4.57142857142857,-37.7142857142857,-35.2857142857143,-38,13.7142857142857,51,1
"61",51448,"Fresno County","California",45563,939605,289811,"2020-05-02",147,0,79.2728571428571,-43.7142857142857,-3.42857142857143,-35.8571428571429,-34.1428571428571,-37.8571428571429,13.4285714285714,18,0
"62",51449,"Fresno County","California",45563,939605,289811,"2020-05-03",150,0,80.1828571428571,-43.2857142857143,-2.85714285714286,-35.4285714285714,-33.4285714285714,-37.7142857142857,12.2857142857143,0,0
"63",51450,"Fresno County","California",45563,939605,289811,"2020-05-04",154,0,81.2214285714286,-42.7142857142857,-2.57142857142857,-35.5714285714286,-32.8571428571429,-37.5714285714286,12.1428571428571,39,1
"64",51451,"Fresno County","California",45563,939605,289811,"2020-05-05",145,0,82.3585714285714,-41.7142857142857,-1.57142857142857,-35.1428571428571,-32,-37.5714285714286,12,52,0
"65",51452,"Fresno County","California",45563,939605,289811,"2020-05-06",172,1,83.83,-40.7142857142857,-0.285714285714286,-34.1428571428571,-31,-37.2857142857143,11.7142857142857,53,0
"66",51453,"Fresno County","California",45563,939605,289811,"2020-05-07",175,1,85.3942857142857,-39.8571428571429,1,-33.2857142857143,-29.8571428571429,-36.8571428571429,11.4285714285714,36,0
"67",51454,"Fresno County","California",45563,939605,289811,"2020-05-08",175,1,86.8385714285714,-38.8571428571429,2.14285714285714,-31.4285714285714,-28.1428571428571,-36.1428571428571,11.1428571428571,28,0
"68",51455,"Fresno County","California",45563,939605,289811,"2020-05-09",174,2,87.95,-38,3,-30.7142857142857,-27.7142857142857,-35.8571428571429,10.8571428571429,44,0
"69",51456,"Fresno County","California",45563,939605,289811,"2020-05-10",203,2,89.1728571428571,-37.4285714285714,4.42857142857143,-30.2857142857143,-27.1428571428571,-35.5714285714286,11.7142857142857,0,0
"70",51457,"Fresno County","California",45563,939605,289811,"2020-05-11",239,2,89.9242857142857,-37.2857142857143,5.28571428571429,-29.4285714285714,-26.7142857142857,-35.2857142857143,11.5714285714286,60,0
"71",51458,"Fresno County","California",45563,939605,289811,"2020-05-12",249,2,90.8914285714286,-37.4285714285714,5.57142857142857,-28.7142857142857,-26.2857142857143,-35,11.4285714285714,39,1
"72",51459,"Fresno County","California",45563,939605,289811,"2020-05-13",226,1,92.3871428571429,-37.7142857142857,6,-28.4285714285714,-26,-34.7142857142857,11.2857142857143,30,3
"73",51460,"Fresno County","California",45563,939605,289811,"2020-05-14",252,1,93.7271428571429,-37.5714285714286,7.85714285714286,-27.8571428571429,-25.7142857142857,-34.4285714285714,11.1428571428571,60,0
"74",51461,"Fresno County","California",45563,939605,289811,"2020-05-15",252,1,94.6028571428571,-37.5714285714286,10,-29,-24.4285714285714,-33.7142857142857,10.7142857142857,82,3
"75",51462,"Fresno County","California",45563,939605,289811,"2020-05-16",273,0,95.4283333333333,-38.1428571428571,9.42857142857143,-28.2857142857143,-24.1428571428571,-33.5714285714286,10.7142857142857,36,0
"76",51463,"Fresno County","California",45563,939605,289811,"2020-05-17",260,1,95.906,-38.4285714285714,8.28571428571429,-26.5714285714286,-24.1428571428571,-33.2857142857143,10.5714285714286,0,0
"77",51464,"Fresno County","California",45563,939605,289811,"2020-05-18",237,4,98.09,-38.1428571428571,8.14285714285714,-25.2857142857143,-23.8571428571429,-33,10.4285714285714,71,1
"78",51465,"Fresno County","California",45563,939605,289811,"2020-05-19",261,4,99.734,-38,7.85714285714286,-24.4285714285714,-23.8571428571429,-32.8571428571429,10.2857142857143,24,0
"79",51466,"Fresno County","California",45563,939605,289811,"2020-05-20",315,7,101.49,-37.8571428571429,7.14285714285714,-22.5714285714286,-24,-32.8571428571429,10.2857142857143,51,3
"80",51467,"Fresno County","California",45563,939605,289811,"2020-05-21",307,7,103.102,-38,5,-19.8571428571429,-23.8571428571429,-32.7142857142857,10.2857142857143,34,2
"81",51468,"Fresno County","California",45563,939605,289811,"2020-05-22",307,7,104.752,-38,2,-15.2857142857143,-25.4285714285714,-32.8571428571429,10.5714285714286,45,0
"82",51469,"Fresno County","California",45563,939605,289811,"2020-05-23",318,8,104.321666666667,-37.5714285714286,2,-16.4285714285714,-26.1428571428571,-32.7142857142857,10.7142857142857,31,0
"83",51470,"Fresno County","California",45563,939605,289811,"2020-05-24",303,7,104.96,-37.1428571428571,2.28571428571429,-16.7142857142857,-26.4285714285714,-32.7142857142857,10.7142857142857,34,0
"84",51471,"Fresno County","California",45563,939605,289811,"2020-05-25",324,7,106.234285714286,-36.7142857142857,2.57142857142857,-16.1428571428571,-26.7142857142857,-32.5714285714286,10.7142857142857,0,0
"85",51472,"Fresno County","California",45563,939605,289811,"2020-05-26",298,9,108.005714285714,-36.1428571428571,3,-14.5714285714286,-26.5714285714286,-32.4285714285714,10.5714285714286,53,4
"86",51473,"Fresno County","California",45563,939605,289811,"2020-05-27",261,6,109.928571428571,-35.5714285714286,3.28571428571429,-13.4285714285714,-25.4285714285714,-32.2857142857143,10.2857142857143,96,4
"87",51474,"Fresno County","California",45563,939605,289811,"2020-05-28",256,6,111.585714285714,-35.1428571428571,3.57142857142857,-11,-24.5714285714286,-31.8571428571429,10,27,2
"88",51475,"Fresno County","California",45563,939605,289811,"2020-05-29",290,6,112.671428571429,-34.4285714285714,4.57142857142857,-6.14285714285714,-23.5714285714286,-31.8571428571429,9.71428571428571,45,3
"89",51476,"Fresno County","California",45563,939605,289811,"2020-05-30",219,5,112.27,-35,4.85714285714286,-0.428571428571431,-23,-36,10.1428571428571,40,0
"90",51477,"Fresno County","California",45563,939605,289811,"2020-05-31",248,9,113.451428571429,-34.5714285714286,4.71428571428571,-0.571428571428569,-22.1428571428571,-35.7142857142857,10,0,0
"91",51478,"Fresno County","California",45563,939605,289811,"2020-06-01",293,10,114.7,-34.1428571428571,4.28571428571429,-1.42857142857143,-21.5714285714286,-35.4285714285714,9.85714285714286,139,0
"92",51479,"Fresno County","California",45563,939605,289811,"2020-06-02",286,10,115.308571428571,-33.8571428571429,3.85714285714286,-2.42857142857143,-21.2857142857143,-35,9.85714285714286,32,2
"93",51480,"Fresno County","California",45563,939605,289811,"2020-06-03",286,13,115.345714285714,-33.4285714285714,3.71428571428571,-3.71428571428571,-21.7142857142857,-34.4285714285714,9.85714285714286,30,0
"94",51481,"Fresno County","California",45563,939605,289811,"2020-06-04",295,13,115.57,-32.5714285714286,3.42857142857143,-4.42857142857143,-21.7142857142857,-33.1428571428571,9.71428571428571,70,3
"95",51482,"Fresno County","California",45563,939605,289811,"2020-06-05",261,13,116.068571428571,-31.8571428571429,2.85714285714286,-5.85714285714286,-21.2857142857143,-32,9.71428571428571,66,3
"96",51483,"Fresno County","California",45563,939605,289811,"2020-06-06",400,13,118.655714285714,-29.7142857142857,3.42857142857143,-9,-19.7142857142857,-27.1428571428571,8.71428571428571,42,0
"97",51484,"Fresno County","California",45563,939605,289811,"2020-06-07",379,11,118.658571428571,-28.8571428571429,4.28571428571429,-8,-19.2857142857143,-26.8571428571429,8.57142857142857,0,0
"98",51485,"Fresno County","California",45563,939605,289811,"2020-06-08",313,7,119.057142857143,-28,5.28571428571429,-7.57142857142857,-18.7142857142857,-26.7142857142857,8.28571428571429,0,0
"99",51486,"Fresno County","California",45563,939605,289811,"2020-06-09",356,8,119.767142857143,-27.2857142857143,6,-7,-18.1428571428571,-26.5714285714286,8.14285714285714,164,5
"100",51487,"Fresno County","California",45563,939605,289811,"2020-06-10",377,8,120.962857142857,-26.5714285714286,6.42857142857143,-5.71428571428571,-17.7142857142857,-26.5714285714286,7.85714285714286,32,1
"101",51488,"Fresno County","California",45563,939605,289811,"2020-06-11",379,8,122.188571428571,-26,6.71428571428571,-5.14285714285714,-17,-27,7.71428571428571,77,2
"102",51489,"Fresno County","California",45563,939605,289811,"2020-06-12",379,8,122.925714285714,-25.1428571428571,7,-6.14285714285714,-16.4285714285714,-27.2857142857143,7.57142857142857,83,1
"103",51490,"Fresno County","California",45563,939605,289811,"2020-06-13",240,8,124.018571428571,-24.8571428571429,6.85714285714286,-5.14285714285714,-16.4285714285714,-27.2857142857143,7.42857142857143,69,0
"104",51491,"Fresno County","California",45563,939605,289811,"2020-06-14",372,11,125.317142857143,-24.7142857142857,6.28571428571429,-4.28571428571429,-16.2857142857143,-27.2857142857143,7.28571428571429,0,0
"105",51492,"Fresno County","California",45563,939605,289811,"2020-06-15",374,12,126.218571428571,-24.7142857142857,5.71428571428571,-2.85714285714286,-16.5714285714286,-27.2857142857143,7.28571428571429,159,3
"106",51493,"Fresno County","California",45563,939605,289811,"2020-06-16",381,11,127.235714285714,-24.5714285714286,5.14285714285714,-1.71428571428571,-16.7142857142857,-27.2857142857143,7.28571428571429,82,2
"107",51494,"Fresno County","California",45563,939605,289811,"2020-06-17",398,9,128.464285714286,-24.4285714285714,4.71428571428571,0,-16.1428571428571,-27.2857142857143,7.28571428571429,112,4
"108",51495,"Fresno County","California",45563,939605,289811,"2020-06-18",425,9,129.485714285714,-24.1428571428571,4.57142857142857,2.71428571428571,-16,-26.8571428571429,7.28571428571429,158,1
"109",51496,"Fresno County","California",45563,939605,289811,"2020-06-19",425,9,130.634285714286,-24.1428571428571,4.57142857142857,6,-15.5714285714286,-26.5714285714286,7.14285714285714,129,4
"110",51497,"Fresno County","California",45563,939605,289811,"2020-06-20",584,12,131.547142857143,-24.1428571428571,4.42857142857143,7.42857142857143,-15.8571428571429,-26.7142857142857,7.14285714285714,58,0
"111",51498,"Fresno County","California",45563,939605,289811,"2020-06-21",502,9,132.365714285714,-23.7142857142857,4.71428571428571,10.2857142857143,-15.8571428571429,-26.7142857142857,7.14285714285714,0,0
"112",51499,"Fresno County","California",45563,939605,289811,"2020-06-22",582,12,133.071428571429,-23.2857142857143,4.57142857142857,12.5714285714286,-15.2857142857143,-26.7142857142857,7.14285714285714,240,1
"113",51500,"Fresno County","California",45563,939605,289811,"2020-06-23",663,11,133.982857142857,-22.5714285714286,4.71428571428571,14.4285714285714,-14.7142857142857,-26.8571428571429,7,187,3
"114",51501,"Fresno County","California",45563,939605,289811,"2020-06-24",709,14,134.895714285714,-22.1428571428571,4.85714285714286,15.1428571428571,-14.8571428571429,-27,6.85714285714286,220,1
"115",51502,"Fresno County","California",45563,939605,289811,"2020-06-25",698,14,136.074285714286,-22,5.57142857142857,16.2857142857143,-15.7142857142857,-27.2857142857143,6.85714285714286,161,0
"116",51503,"Fresno County","California",45563,939605,289811,"2020-06-26",698,14,135.105714285714,-22.2857142857143,6.28571428571429,15.5714285714286,-16.4285714285714,-27.1428571428571,6.71428571428571,321,1
"117",51504,"Fresno County","California",45563,939605,289811,"2020-06-27",779,12,135.761428571429,-22.2857142857143,5.42857142857143,15.4285714285714,-16.7142857142857,-27.7142857142857,6.85714285714286,100,0
"118",51505,"Fresno County","California",45563,939605,289811,"2020-06-28",884,13,136.184285714286,-22.2857142857143,4.71428571428571,14.1428571428571,-17.5714285714286,-28.1428571428571,6.85714285714286,4,0
"119",51506,"Fresno County","California",45563,939605,289811,"2020-06-29",992,10,137.445714285714,-22.2857142857143,4.14285714285714,12.7142857142857,-18.2857142857143,-28.2857142857143,6.85714285714286,333,0
"120",51507,"Fresno County","California",45563,939605,289811,"2020-06-30",995,9,137.864285714286,-22.7142857142857,3.71428571428571,11.2857142857143,-19,-28.4285714285714,6.85714285714286,197,1
"121",51508,"Fresno County","California",45563,939605,289811,"2020-07-01",1187,6,138.304285714286,-23,3.14285714285714,10.5714285714286,-19.5714285714286,-28.5714285714286,7,281,2
"122",51509,"Fresno County","California",45563,939605,289811,"2020-07-02",1229,6,138.37,-23.5714285714286,1.42857142857143,9.14285714285714,-20.1428571428571,-28.8571428571429,7.14285714285714,337,2
"123",51510,"Fresno County","California",45563,939605,289811,"2020-07-03",1233,6,140.394285714286,-23.1428571428571,0.142857142857142,9.28571428571428,-19.7142857142857,-29,7.28571428571429,225,0
"124",51511,"Fresno County","California",45563,939605,289811,"2020-07-04",1326,5,140.454285714286,-22.4285714285714,0.428571428571429,10.4285714285714,-19.1428571428571,-28.5714285714286,7.14285714285714,259,0
"125",51512,"Fresno County","California",45563,939605,289811,"2020-07-05",1336,3,141.267142857143,-21.7142857142857,0.428571428571429,10.1428571428571,-18.2857142857143,-28.2857142857143,7.14285714285714,0,0
"126",51513,"Fresno County","California",45563,939605,289811,"2020-07-06",1397,4,141.444285714286,-20.5714285714286,1.42857142857143,10.4285714285714,-17.1428571428571,-28.4285714285714,7,489,1
"127",51514,"Fresno County","California",45563,939605,289811,"2020-07-07",1573,6,143.127142857143,-19.2857142857143,3,12,-15.4285714285714,-28.5714285714286,6.85714285714286,325,3
"128",51515,"Fresno County","California",45563,939605,289811,"2020-07-08",1477,5,141.995714285714,-18.2857142857143,5.71428571428571,15.2857142857143,-14.4285714285714,-31.1428571428571,7.28571428571429,0,0
"129",51516,"Fresno County","California",45563,939605,289811,"2020-07-09",1636,5,136.055714285714,-20.1428571428571,7.42857142857143,14.7142857142857,-13.8571428571429,-32.7142857142857,7.42857142857143,703,6
"130",51517,"Fresno County","California",45563,939605,289811,"2020-07-10",1632,5,135.092857142857,-21,6.14285714285714,12.5714285714286,-14.2857142857143,-33.8571428571429,7.71428571428571,279,0
"131",51518,"Fresno County","California",45563,939605,289811,"2020-07-11",1788,6,135.38,-21.2857142857143,6.28571428571429,11.7142857142857,-14.1428571428571,-34.5714285714286,7.85714285714286,376,1
"132",51519,"Fresno County","California",45563,939605,289811,"2020-07-12",1916,8,134.874285714286,-21.8571428571429,6.57142857142857,12.1428571428571,-14.1428571428571,-35,7.85714285714286,0,0
"133",51520,"Fresno County","California",45563,939605,289811,"2020-07-13",1635,6,134.344285714286,-23.1428571428571,6,13,-14.8571428571429,-35.1428571428571,8,0,0
"134",51521,"Fresno County","California",45563,939605,289811,"2020-07-14",2001,10,132.85,-24.4285714285714,4.57142857142857,12.1428571428571,-16.4285714285714,-35.1428571428571,8.28571428571429,474,3
"135",51522,"Fresno County","California",45563,939605,289811,"2020-07-15",2055,10,133.787142857143,-25.5714285714286,2,8.85714285714286,-17.2857142857143,-32.7142857142857,8,185,0
"136",51523,"Fresno County","California",45563,939605,289811,"2020-07-16",2172,11,139.172857142857,-24,0.571428571428571,9.42857142857143,-18,-31.1428571428571,8,183,0
"137",51524,"Fresno County","California",45563,939605,289811,"2020-07-17",2172,11,139.58,-23.8571428571429,1.57142857142857,10.2857142857143,-18.5714285714286,-30.7142857142857,8,441,9
"138",51525,"Fresno County","California",45563,939605,289811,"2020-07-18",1683,10,139.401428571429,-24.2857142857143,1.57142857142857,10,-19.5714285714286,-30.4285714285714,8,389,0
"139",51526,"Fresno County","California",45563,939605,289811,"2020-07-19",1832,10,139.251428571429,-24.7142857142857,1.28571428571429,9.42857142857143,-20.7142857142857,-30.5714285714286,8.14285714285714,0,0
"140",51527,"Fresno County","California",45563,939605,289811,"2020-07-20",2017,10,138.971428571429,-24.7142857142857,0.714285714285714,9,-21.7142857142857,-30.7142857142857,8.28571428571429,685,0
"141",51528,"Fresno County","California",45563,939605,289811,"2020-07-21",1497,4,138.598571428571,-24.8571428571429,0.285714285714286,9.28571428571428,-22.4285714285714,-30.8571428571429,8.28571428571429,331,4
"142",51529,"Fresno County","California",45563,939605,289811,"2020-07-22",1659,13,138.068571428571,-25,-0.142857142857142,9.71428571428571,-22.8571428571429,-31.1428571428571,8.28571428571429,442,0
"143",51530,"Fresno County","California",45563,939605,289811,"2020-07-23",1672,12,137.52,-24.8571428571429,-0.571428571428573,10.2857142857143,-23.1428571428571,-31.7142857142857,8.28571428571429,344,0
"144",51531,"Fresno County","California",45563,939605,289811,"2020-07-24",1672,12,137.558571428571,-24.7142857142857,-1,11,-23.7142857142857,-32.1428571428571,8.28571428571429,392,8
"145",51532,"Fresno County","California",45563,939605,289811,"2020-07-25",2357,12,137.792857142857,-24.7142857142857,-1.57142857142857,11.4285714285714,-23.8571428571429,-32.2857142857143,8.28571428571429,416,0
"146",51533,"Fresno County","California",45563,939605,289811,"2020-07-26",2214,13,137.754285714286,-24.4285714285714,-2,12.4285714285714,-24,-32.2857142857143,8.28571428571429,0,0
"147",51534,"Fresno County","California",45563,939605,289811,"2020-07-27",2471,13,137.901428571429,-24.4285714285714,-2,12.8571428571429,-24.4285714285714,-32.2857142857143,8.28571428571429,645,0
"148",51535,"Fresno County","California",45563,939605,289811,"2020-07-28",2632,13,138.197142857143,-24.2857142857143,-2.14285714285714,13.5714285714286,-24.5714285714286,-32.2857142857143,8.28571428571429,127,8
